Record #,Record Type,Title,Type of Improvement,Date Issued,Type of Property,Full Address,Estimated Project Value,Contractor Used,Project Description
HVAC-25-24,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/28/2025 13:08,Residential,"811 HILLCREST AVE SW, NORTH CANTON, OH 44720",7605,ComfortPro Heating and Cooling LLC,
WNDW-25-5,Window Permit,Residential Window Permit,Replacement (Exact),2/10/2025 20:07,Residential,"627 EASTBURY AVE NE, NORTH CANTON, OH 44720",2150,,2 bedroom windows.  Install Vinyl replacement.  Insulate and cap with aluminum coil
HVAC-25-23,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Alteration/Remodel,1/24/2025 14:48,Commercial/Industrial,"6421 MARKET AVE N, CANTON, OH 44721",1000,Hybrid Heating & Cooling,
ELCT-25-9,Electrical Permit,Residential Electrical Permit,New Service/Change,2/10/2025 20:35,Residential,"622 E MAPLE ST, NORTH CANTON, OH 44720",6881.98,Wilson Plumbing & Heating,"For this estimate we will be installing a new exterior 200 amp service, 200 amp meter main combo, combining main and sub panel into one 200 amp 40 space electrical panel, updating the grounding per NEC standards and replacing GFCI that controls power to garage. "
HVAC-25-22,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,New Construction/Addition,3/10/2025 18:57,Commercial/Industrial,"1212 N MAIN ST, NORTH CANTON, OH 44720",50000,Hybrid Heating & Cooling,
RBLD-25-18,Residential Building Permit,Residential Building Permit,New Accessory Structure,3/21/2025 16:51,Residential,"975 DUNWAY AVE NE, NORTH CANTON, OH 44720",75000,Tab Property Enhancement,"Adding Accessory Structure in backyard, along with Unilock paver patio and outdoor kitchen area"
LTRL-25-3,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Sewer Lateral,2/3/2025 17:42,Residential,"870 Honeysuckle Cir NE, North Canton, OH 44720",1500,Durley Excavation,Install sewer line for the new home build
RBLD-25-5,Residential Building Permit,Residential Building Permit,New Construction/Home,2/3/2025 15:23,Residential,"870 Honeysuckle Cir NE, North Canton, OH 44720",500000,A C Construction Stark Inc.,New Home Build870 Honeysuckle NE North Canton
LTRL-25-2,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Sewer Lateral,2/11/2025 2:48,Residential,"871 Honeysuckle Cir NE, North Canton, OH 44720",1500,Bontrager Excavating LTD,For the new home sewer line install
RBLD-25-4,Residential Building Permit,Residential Building Permit,New Construction/Home,2/13/2025 13:15,Residential,"871 Honeysuckle Cir NE, North Canton, OH 44720",548000,A C Construction Stark Inc.,New home build
HVAC-25-20,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/23/2025 15:22,Residential,"233 5TH ST NE, NORTH CANTON, OH 44720",4850,Shanklin Heating and Air Conditioning LLC,
PLMB-25-14,Plumbing Permit,Commercial Plumbing Permit,Water Heater,1/23/2025 21:29,Commercial/Industrial,"907 S MAIN ST, NORTH CANTON, OH 44720",2466,Coblentz Plumbing Solutions LLC,Installing a natural gas water heater.
ELCT-25-7,Electrical Permit,Residential Electrical Permit,Other,1/22/2025 19:55,Residential,"840 CLEARMOUNT AVE SE, NORTH CANTON, OH 44720",2000,ALL OHIO ELECTRIC,Wiring bedroom and hallway
HVAC-25-19,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/22/2025 19:45,Residential,"204 SUTTON AVE NE, NORTH CANTON, OH 44720",5458,Heartland Home Services dba Blind and Sons LLC,
ELCT-25-6,Electrical Permit,Commercial Electrical Permit,Alteration/Remodel,1/23/2025 20:25,Commercial/Industrial,"6421 MARKET AVE N, CANTON, OH 44721",10000,"J.S.S. Electric, Inc. ","Minor interior renovation of Pharmacy,  Building Permit #CBLD-24-66"
PLMB-25-13,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/27/2025 20:11,Residential,"1425 CORNELL AVE SW, NORTH CANTON, OH 44720",2050,Miracle Plumbing & Heating Co. Inc.,50gl Gas HWT replacement
HVAC-25-18,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/19/2025 15:23,Residential,"1518 CAMBRIDGE AVE SW, NORTH CANTON, OH 44709",6000,"Crown Heating & Cooling, Inc",
PLMB-25-12,Plumbing Permit,Commercial Plumbing Permit,New Construction/Addition,1/24/2025 13:29,Commercial/Industrial,"1212 N MAIN ST, NORTH CANTON, OH 44720",65,"Zernechel  Plumbing Co.,Inc.                                       ",Plumbing System
HVAC-25-17,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/23/2025 20:04,Residential,"277 EVERHARD RD SW, NORTH CANTON, OH 44709",7080,"JENNINGS HEATING COMPANY, INC",
HVAC-25-21,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Hood,1/23/2025 19:44,Commercial/Industrial,"1212 N MAIN ST, NORTH CANTON, OH 44720",3000,Hybrid Heating & Cooling,
HVAC-25-16,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/21/2025 17:39,Residential,"1565 Ambler Avenue Southwest, Canton, OH 44709",5033.05,Heartland Home Services dba Blind and Sons LLC,
PLMB-25-11,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/23/2025 17:28,Residential,"1114 W MAPLE ST, NORTH CANTON, OH 44720",2100,Canton Stark County Sewer Cleaning Inc dba Roto Rooter,Replacing water heater
WNDW-25-4,Window Permit,Residential Window Permit,Replacement (Exact),2/10/2025 20:06,Residential,"209 5TH ST NE, NORTH CANTON, OH 44720",1000,,One double hung replacement window
HVAC-25-15,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/20/2025 15:48,Residential,"1551 RADFORD ST NE, NORTH CANTON, OH 44720",16874.44,SITTLER ENTERPRISES,
HVAC-25-14,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/20/2025 15:49,Residential,"107 WALSH AVE SE, NORTH CANTON, OH 44720",5953,SITTLER ENTERPRISES,
HVAC-25-13,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/20/2025 15:51,Residential,"1506 HILLBROOK AVE SE, NORTH CANTON, OH 44709",10483.07,SITTLER ENTERPRISES,
HVAC-25-12,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/20/2025 15:52,Residential,"1121 LAUREL GREEN DR NE, NORTH CANTON, OH 44720",14754,SITTLER ENTERPRISES,
RBLD-25-3,Residential Building Permit,Residential Building Permit,Alteration/Remodel,1/27/2025 21:30,Residential,"840 CLEARMOUNT AVE SE, NORTH CANTON, OH 44720",9800,"Pastor Zach's Home Improvement, LLC","All work to be performed in basement:  Framing, insulation, drywall walls and ceiling 13.5' x 13.5' bedroom. Frame 11' x 6.5 office room. Remove old cedar panelling from closet, drywall closet walls and ceiling.  All-Ohio Electric to pull their own permit for all electric work.  "
ELCT-25-5,Electrical Permit,Commercial Electrical Permit,Alteration/Remodel,1/17/2025 16:39,Commercial/Industrial,"700 N MAIN ST, NORTH CANTON, OH 44720",7500,"Thompson Electric, Inc.",Repairing broken underground wiring for pole lights. 
PLMB-25-10,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/16/2025 19:21,Residential,"407 9TH ST NW, NORTH CANTON, OH 44720",14648.91,Heartland Home Services dba Blind and Sons LLC,Water Heater Replacement Job 1145907
HVAC-25-11,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/16/2025 19:20,Residential,"407 9TH ST NW, NORTH CANTON, OH 44720",14648.91,Heartland Home Services dba Blind and Sons LLC,
ELCT-25-4,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,1/16/2025 14:40,Residential,"1035 KNOLL ST SE, NORTH CANTON, OH 44709",850,"Thompson Electric, Inc.",Clearing the panel and put in temp plugs 
CBLD-25-3,Commercial Building Permit,Commercial Building Permit,Signage,2/4/2025 14:11,Commercial/Industrial,"1685 N Main St, North Canton, OH 44720",6500,Midwest Sign Center,Installing LED channel letters mounted to a raceway.
WNDW-25-3,Window Permit,Residential Window Permit,Replacement (Exact),1/28/2025 19:05,Residential,"1065 LIBERTY LN NW, NORTH CANTON, OH 44720",10132,,"Remove and replace 6 windows, no structural change."
HVAC-25-10,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/16/2025 15:15,Residential,"1048 VALLEY DR NW, NORTH CANTON, OH 44720",4850,"J&J Plumbing, Heating, Cooling, and Electric",
PLMB-25-9,Plumbing Permit,Commercial Plumbing Permit,Alteration/Remodel,1/24/2025 13:22,Commercial/Industrial,"1113 S MAIN ST, NORTH CANTON, OH 44720",4200,Bailey's Quality Plumbing and Backflow LLC,Install two owner supplied sinks
RBLD-25-2,Residential Building Permit,Residential Building Permit,Alteration/Remodel,3/7/2025 18:44,Residential,"303 SUMMIT ST SW, NORTH CANTON, OH 44720",30000,Dave R Smith construction llc,Re framing rear roof to make a shed dormer 
PLMB-25-8,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/15/2025 17:40,Residential,"1050 PICKFORDE DR NE, NORTH CANTON, OH 44720",3000,"Prestige Plumbing, LLC",water heater change out
ELCT-25-3,Electrical Permit,Residential Electrical Permit,New Construction/Addition,1/15/2025 13:36,Residential,"880 Honeysuckle Cir. NE, North Canton, OH 44720",678500,Karhan Electric llc ,Wiring new house and installing service as well as Installing temporary power to jobsite
HVAC-25-9,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/14/2025 16:32,Residential,"235 BACHTEL ST SW, NORTH CANTON, OH 44720",10134.95,Heartland Home Services dba Blind and Sons LLC,
WNDW-25-2,Window Permit,Residential Window Permit,Replacement (Exact),1/15/2025 14:33,Residential,"1013 SCHNEIDER ST SE, NORTH CANTON, OH 44720",1361,,Replacement windows
HVAC-25-8,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/14/2025 14:36,Residential,"1461 ROGWIN CIR SW, NORTH CANTON, OH 44720",23000,"Crown Heating & Cooling, Inc",
WNDW-25-1,Window Permit,Residential Window Permit,Replacement (Exact),1/15/2025 14:32,Residential,"1481 ALEXANDRIA PKWY SE, NORTH CANTON, OH 44709",37879,,18 Window insert and 2 PD doors
HVAC-25-7,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,1/10/2025 17:31,Commercial/Industrial,"200 WILBUR DR NE, Unit 6, NORTH CANTON, OH 44720",5288,Wyles Heating & Air Conditioning,
RBLD-25-1,Residential Building Permit,Residential Building Permit,Repair,2/10/2025 20:14,Residential,"1551 RADFORD ST NE, NORTH CANTON, OH 44720",7394,Groundworks Ohio,Install 2 push piers and 2 helical piers (see engineering)
HVAC-25-6,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/9/2025 13:16,Residential,"1311 PORTAGE ST NW, NORTH CANTON, OH 44720",4920,GMC Heating & Cooling Inc.,
HVAC-25-5,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/8/2025 17:57,Residential,"630 MAGNOLIA CIR SE, NORTH CANTON, OH 44709",12553,SITTLER ENTERPRISES,
HVAC-25-4,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/8/2025 17:53,Residential,"333 BRIAR AVE NE, NORTH CANTON, OH 44720",14956,SITTLER ENTERPRISES,
PLMB-25-7,Plumbing Permit,Commercial Plumbing Permit,Alteration/Remodel,1/9/2025 20:14,Commercial/Industrial,"1113 S MAIN ST, Unit 1115, NORTH CANTON, OH 44720",10000,Bailey's Quality Plumbing and Backflow LLC,"installing waterlines, drain lines and vents for six shampoo bowls and one mop sink"
PLMB-25-74,Plumbing Permit,Commercial Plumbing Permit,Backflow Device,4/9/2025 16:14,Commercial/Industrial,"1550 W MAPLE ST, NORTH CANTON, OH 44720",2500,Bailey's Quality Plumbing and Backflow LLC,Installation of a new backflow on the lawn irrigation line
DEMO-25-1,Demolition Permit,Demolition Permit,Major (any stucture larger than 200 sq. ft.),1/10/2025 20:53,Commercial/Industrial,"1212 N MAIN ST, NORTH CANTON, OH 44720",50000,"Butcher & Son, Inc",
PLMB-25-6,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/7/2025 17:11,Residential,"302 BACHTEL ST SW, NORTH CANTON, OH 44720",9675.37,Heartland Home Services dba Blind and Sons LLC,Water heater replacement job 1144987
HVAC-25-3,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/7/2025 17:08,Residential,"302 BACHTEL ST SW, NORTH CANTON, OH 44720",9675.37,Heartland Home Services dba Blind and Sons LLC,
LTRL-25-1,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Sewer Lateral,1/22/2025 19:15,Residential,"990 Royal Oak Ave NE, North Canton, OH 44720",650000,Bontrager Excavating LTD,Attach sewer and run to house
ELCT-25-2,Electrical Permit,Residential Electrical Permit,New Construction/Addition,1/24/2025 20:55,Residential,"990 Royal Oak Ave NE, North Canton, OH 44720",27000,"O.D. Miller Electric Co., Inc.",Temporary pole and new construction
PLMB-25-4,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/7/2025 13:36,Residential,"2043 50TH ST SE, CANTON, OH 44709",1700,By-tor Contracting Inc,Replacement of a hot water heater
ELCT-25-25,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",3/13/2025 16:38,Residential,"403 10TH ST NE, NORTH CANTON, OH 44720",500,Kreitzburg electric ,New outlet switches and lights replaced
HVAC-25-2,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/6/2025 15:40,Residential,"420 10TH ST NE, NORTH CANTON, OH 44720",9261.47,Bonsky Heating & Cooling LLC,
HVAC-25-1,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/3/2025 16:20,Residential,"625 BACHTEL ST SE, NORTH CANTON, OH 44720",5670,Shanklin Heating and Air Conditioning LLC,
ELCT-25-1,Electrical Permit,Commercial Electrical Permit,Fire/Security Alarm System,2/19/2025 18:56,Commercial/Industrial,"1301 E MAPLE ST, NORTH CANTON, OH 44720",3500,"S. A. COMUNALE CO., INC.",Add 1 smoke detector and 1 Co2 detector to boiler room.
PLMB-25-3,Plumbing Permit,Commercial Plumbing Permit,Water Heater,1/2/2025 21:02,Commercial/Industrial,"1113 N MAIN ST, Unit 092, NORTH CANTON, OH 44720",1100,"Forquer Heating and A/C, Inc.",Customer provided HWT install 
CBLD-25-1,Commercial Building Permit,Commercial Building Permit,Other,3/14/2025 15:34,Commercial/Industrial,"1474 N MAIN ST, Unit 1430, NORTH CANTON, OH 44720",1000000,Krumroy-Cozad Construction Corp.,Site Work Only.  No Building Shell or Interior work to be completed under this permit.  Scope includes reconfigure parking lot for builidng renovations.  Install new pole lights in in layout.  Change lot layout from diaganal spaces to strait.
PLMB-25-1,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/6/2025 18:40,Residential,"740 LYNBROOK ST SE, NORTH CANTON, OH 44720",1700,Miracle Plumbing & Heating Co. Inc.,Water heater install 40gl Gas
HVAC-24-382,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/2/2025 18:13,Residential,"902 WOODROW ST NW, NORTH CANTON, OH 44720",14109,SITTLER ENTERPRISES,
HVAC-24-381,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/2/2025 18:16,Residential,"164 WALSH AVE SE, NORTH CANTON, OH 44720",12215,SITTLER ENTERPRISES,
HVAC-24-380,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/2/2025 18:20,Residential,"401 WITWER ST NE, NORTH CANTON, OH 44720",10599,SITTLER ENTERPRISES,
HVAC-24-379,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/6/2025 18:41,Residential,"1698 GLENMAR OVAL SE, NORTH CANTON, OH 44709",5012,Miracle Plumbing & Heating Co. Inc,
CBLD-24-82,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,1/15/2025 17:06,Commercial/Industrial,"1115 S Main St, North Canton, OH 44720",15694.91,MDT Remodel LLC,"*Demo & replace (2) 36 in commercial doors w/ full glass. Trim in door to finish. Dispose of old doors. $750 material allotment per door. Match existing doors & handles.*(4) door openings delete & (3) new interior door installs w/ framed openings. Drywall both sides where applicable & trim in new doors as necessary. Doors to be standard flat panel 30 in, match existing doors & hardware.
*(1) approximately 7 linear foot by 8 ft tall frame in, drywall & trim installation around service line area. Level 5 finish on all drywall w/ two coat PVA drywall primer application included.
*(1) approximately 4 linear foot by 8 foot tall framing on end of hallway, drywall finish on both sides. Level 5 finish on all drywall w/ two coat PVA primer application included. Trim area in to match existing."
PLMB-24-303,Plumbing Permit,Residential Plumbing Permit,New Construction/Addition,1/6/2025 14:55,Residential,"880 Honeysuckle Cir. NE, North Canton, OH 44720",11000,D & A Plumbing and Heating ,PLUMBING FOR NEW CONSTRUCTION HOME
RBLD-24-193,Residential Building Permit,Residential Building Permit,New Construction/Home,1/15/2025 17:05,Residential,"990 Royal Oak Ave NE, North Canton, OH 44720",650000,Rembrandt Homes,Single family residential
HVAC-24-374,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,New Construction/Addition,1/6/2025 16:23,Commercial/Industrial,"525 7TH ST NE, NORTH CANTON, OH 44720",21000,"R T Hampton Plumbing & Heating, Inc",
ELCT-24-185,Electrical Permit,Commercial Electrical Permit,New Construction/Addition,1/9/2025 13:11,Commercial/Industrial,"525 7TH ST NE, NORTH CANTON, OH 44720",37000,Abbott Electric Inc,Electrical for audio visual mobile lab storage building. See BLDG Permit/Plan review for SQ FT.
PLMB-24-300,Plumbing Permit,Commercial Plumbing Permit,Fixture Replacement,1/9/2025 12:48,Commercial/Industrial,"181 APPLEGROVE ST NE, NORTH CANTON, OH 44720",8599,"Ohio Bath Solutions, LLC dba Bath Fitter","Shower Replacement/fixture – replace existing shower with acrylic shower base and wall surround, replace existing fixture"
WTAP-24-47,New Water Service / Tap-In,Water Connection Permit (Residential),Single-Family Residential,2/19/2025 18:21,,"1435 MILTON ST NW, NORTH CANTON, OH 44720",,,
CBLD-24-80,Commercial Building Permit,Commercial Building Permit,Addition,1/6/2025 16:53,Commercial/Industrial,"1022 N MAIN ST, NORTH CANTON, OH 44720",600000,TANDA CONSTRUCTION LLC,New addition and interior alteration for new location of Kraus' Pizza.
CBLD-24-79,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,1/15/2025 17:06,Commercial/Industrial,"1021 SCHNEIDER ST SE, NORTH CANTON, OH 44720",200000,M&W Masonry Construction Inc.,"New entry of an existing building, new accessible walk/stairs and parking.  "
