Record #,Record Type,Title,Type of Improvement,Date Issued,Type of Property,Full Address,Estimated Project Value,Contractor Used,Project Description
ELCT-24-165,Electrical Permit,Commercial Electrical Permit,Fire/Security Alarm System,11/6/2024 14:03,Commercial/Industrial,"850 APPLEGROVE ST NE, NORTH CANTON, OH 44720",5000,Patriot fire and security inc,Emergency panel replacment (Per F.D.)
PLMB-24-276,Plumbing Permit,Residential Plumbing Permit,Water Heater,11/6/2024 14:04,Residential,"159 PERSHING AVE NE, NORTH CANTON, OH 44720",1600,Buckeye Plumbing,Replace 40 gallon gas water heater
ROOF-24-191,Roof Permit,Residential Roof Permit,New/ Re-Roof,11/6/2024 19:14,Residential,"492 ROYER AVE NW, NORTH CANTON, OH 44720",16500,,Replacing Roof
HVAC-24-318,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,11/7/2024 13:16,Commercial/Industrial,"1783 BEECHWOOD AVE NE, Unit 06, NORTH CANTON, OH 44720",5310,Wyles Heating & Air Conditioning,
HVAC-24-319,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,11/7/2024 14:49,Commercial/Industrial,"1265 S MAIN ST, NORTH CANTON, OH 44720",3465,Schar Heating & Cooling,
ROOF-24-192,Roof Permit,Residential Roof Permit,New/ Re-Roof,11/7/2024 16:59,Residential,"1465 ELLESMERE AVE NW, Unit 1465, NORTH CANTON, OH 44720",14403,Royalty Roofs,complete tear off and reroof of house
HVAC-24-291,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/8/2024 16:19,Residential,"1031 PARK AVE NE, NORTH CANTON, OH 44720",7957,THE HVAC PRO DAB APOLLO HEATING COOLING & PLUMBING,REPLACE FURN 
HVAC-24-321,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Roof Top Unit,11/11/2024 12:25,Commercial/Industrial,"334 ORCHARD AVE NE, NORTH CANTON, OH 44720",32800,"Whisler Plumbing & Heating, Inc.",
ROOF-24-193,Roof Permit,Residential Roof Permit,New/ Re-Roof,11/11/2024 13:23,Residential,"1375 COLLEGE ST SE, NORTH CANTON, OH 44720",6000,Impact Construction and Restoration Co.,Installing new Shingles with ice guard along the eves and senthetic felt.
ROOF-24-194,Roof Permit,Residential Roof Permit,New/ Re-Roof,11/11/2024 15:38,Residential,"1569 ELBERTA AVE SW, NORTH CANTON, OH 44709",7300,TROYER'S ROOFING ,Tear-off old shingles & install new roof. 
LTRL-24-69,Water or Sewer Lateral Permit,Residential Plumbing Permit,Water Lateral Repair/Replace,11/11/2024 17:11,Residential,"1516 CAMBRIDGE AVE SW, NORTH CANTON, OH 44709",1250,Buckeye Plumbing,Replace a small amount of water pipe from curb box to meter.
WNDW-24-92,Window Permit,Residential Window Permit,Replacement (Exact),11/11/2024 18:47,Residential,"659 MAGNOLIA CIR SE, NORTH CANTON, OH 44709",12496,,"Remove and replace 6 windows, no structural change."
ELCT-24-166,Electrical Permit,Residential Electrical Permit,New Service/Change,11/11/2024 18:53,Residential,"1002 PERSHING AVE SE, NORTH CANTON, OH 44720",2800,Hilscher Clarke Electric,200 amp service replacement
WNDW-24-99,Window Permit,Residential Window Permit,Replacement (Exact),11/11/2024 18:54,Residential,"1527 ALEXANDRIA PKWY SE, NORTH CANTON, OH 44709",45730,,Replace windows into exact openings
WNDW-24-95,Window Permit,Residential Window Permit,Replacement (Exact),11/11/2024 18:56,Residential,"144 EVERHARD RD SW, NORTH CANTON, OH 44709",19075,,"Remove and replace 15 windows, no structural change."
ELCT-24-167,Electrical Permit,Commercial Electrical Permit,Alteration/Remodel,11/11/2024 19:42,Commercial/Industrial,"334 ORCHARD AVE NE, NORTH CANTON, OH 44720",15000,Hilscher Clarke Electric,Rework an existing south entrance to make it a usable entrance. Add lighting and power as needed for electric turnstiles.
ELCT-24-168,Electrical Permit,Commercial Electrical Permit,Alteration/Remodel,11/11/2024 19:44,Commercial/Industrial,"334 ORCHARD AVE NE, NORTH CANTON, OH 44720",60600,Hilscher Clarke Electric,"Addition of lighting, receptacles, and a panel"
HVAC-24-322,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/11/2024 21:10,Residential,"8 BENTLEY DR SE, CANTON, OH 44709",9897,Elsass Heating and Cooling Inc,
HVAC-24-324,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Other,11/12/2024 15:58,Commercial/Industrial,"805 APPLEGROVE ST NW, Unit 1304, NORTH CANTON, OH 44720",1100,Forquer Heating & A/C,
PLMB-24-218,Plumbing Permit,Commercial Plumbing Permit,Other,11/12/2024 16:08,Commercial/Industrial,"1301 E MAPLE ST, NORTH CANTON, OH 44720",140000,"S. A. COMUNALE CO., INC.",New floor drain and associated below ground sanitary to be installed and tied into existing below ground sanitary piping for new boiler replacement. New domestic water and reduced pressure backflow preventer to be installed for heating water system make-up connection to the expansion tank.
PLMB-24-272,Plumbing Permit,Commercial Plumbing Permit,Alteration/Remodel,11/12/2024 16:10,Commercial/Industrial,"1301 E MAPLE ST, NORTH CANTON, OH 44720",140000,"S. A. COMUNALE CO., INC.","Install 4"" floor drain in mechanical room. Tie in 4"" floor drain to existing sanitary in adjacent bathroom"
LTRL-24-70,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,11/12/2024 17:15,Residential,"1681 WESTFIELD AVE SW, NORTH CANTON, OH 44709",2500,"That Handyman, LLC dba That Plumber",Excavate to provide and install new sewer lateral from house to street 
HVAC-24-317,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/12/2024 19:33,Residential,"1216 GRASSMERE ST SE, NORTH CANTON, OH 44709",11706,Miracle Plumbing & Heating Co. Inc,
HVAC-24-325,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/13/2024 13:08,Residential,"1321 VALLEY DR NW, NORTH CANTON, OH 44720",7617,Wyles Heating & Air Conditioning,
HVAC-24-331,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/14/2024 17:26,Residential,"1687 MEADOWLANE DR SE, NORTH CANTON, OH 44709",12146.87,Bonsky Heating and Cooling ,
WNDW-24-96,Window Permit,Residential Window Permit,Replacement (Exact),11/14/2024 18:29,Residential,"1147 SHERATON CIR NW, NORTH CANTON, OH 44720",3381,,removing and replacing 4 windows
HVAC-24-327,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/14/2024 18:33,Residential,"1448 ROGWIN CIR SW, NORTH CANTON, OH 44720",8487.96,SITTLER ENTERPRISES,
HVAC-24-328,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/14/2024 18:36,Residential,"408 MCKINLEY AVE SE, NORTH CANTON, OH 44720",5925,SITTLER ENTERPRISES,
HVAC-24-329,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/14/2024 18:38,Residential,"1506 MABRY MILL DR SW, NORTH CANTON, OH 44709",15476,SITTLER ENTERPRISES,
HVAC-24-330,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/14/2024 18:40,Residential,"513 MCKINLEY AVE SE, NORTH CANTON, OH 44720",7462,SITTLER ENTERPRISES,
HVAC-24-326,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,New Construction/Addition,11/14/2024 20:05,Commercial/Industrial,"1550 W MAPLE ST, NORTH CANTON, OH 44720",158001,Olmsted Heating and Cooling INC,
LTRL-24-71,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,11/14/2024 21:03,Residential,"203 SHAKER AVE NW, NORTH CANTON, OH 44720",6000,Canton Stark County Sewer Cleaning,10' spot repair on main sewer lateral 
ROOF-24-195,Roof Permit,Residential Roof Permit,New/ Re-Roof,11/15/2024 12:11,Residential,"334 ROSE LANE ST SE, Unit 334, NORTH CANTON, OH 44720",2200,Country Roofing LLC,Re-roof
HVAC-24-334,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/15/2024 16:02,Residential,"917 N MAIN ST, NORTH CANTON, OH 44720",4000,Shanklin Heating and Air Conditioning LLC,
HVAC-24-323,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Other,11/15/2024 18:13,Residential,"230 CORDELIA ST SW, NORTH CANTON, OH 44720",7401,Miracle Plumbing & Heating Co. Inc,
PLMB-24-280,Plumbing Permit,Residential Plumbing Permit,Water Heater,11/18/2024 17:23,Residential,"138 PERSHING AVE NE, NORTH CANTON, OH 44720",2000,H. Jack's Plumbing & Heating Co.,Replace 40 gallon gas fired HWT and make proper plumbing connections.
WNDW-24-97,Window Permit,Residential Window Permit,Replacement (Exact),11/18/2024 20:06,Residential,"409 WERSTLER AVE NW, NORTH CANTON, OH 44720",21973,,Remove and replace 11 windows 1 door.
ELCT-24-157,Electrical Permit,Residential Electrical Permit,New Service/Change,11/18/2024 20:18,Residential,"1288 MONTEREY BLVD NW, NORTH CANTON, OH 44720",1000,"O.D. Miller Electric Co., Inc.",Inspect service to get turned back on
HVAC-24-333,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/18/2024 20:27,Residential,"1133 CLEARMOUNT AVE SE, NORTH CANTON, OH 44720",5125.25,Bonsky Heating and Cooling ,
ROOF-24-196,Roof Permit,Residential Roof Permit,New/ Re-Roof,11/19/2024 20:38,Residential,"904 SUMMIT ST SW, NORTH CANTON, OH 44720",13359,Royalty Roofs,complete tear off and reroof of house
PLMB-24-281,Plumbing Permit,Commercial Plumbing Permit,Water Heater,11/20/2024 14:55,Commercial/Industrial,"1445 School Ave. NE, North Canton, OH 44720",2100.61,"JEM Plumbing, INC",Hot water tank replacement
PLMB-24-282,Plumbing Permit,Commercial Plumbing Permit,Water Heater,11/20/2024 15:03,Commercial/Industrial,"173 APPLEGROVE ST NE, Unit A7, NORTH CANTON, OH 44720",720,"JEM Plumbing, INC",Hot water tank replacement
RBLD-24-178,Residential Building Permit,Residential Building Permit,Alteration/Remodel,11/20/2024 17:52,Residential,"411 SHERBROOK CIR NE, Unit B, NORTH CANTON, OH 44720",15000,"SRC Restoration and Handyman Service, LLC","installing drywall, drop ceiling, vinyl flooring in unfinished basement"
RBLD-24-180,Residential Building Permit,Residential Building Permit,Other,11/20/2024 17:54,Residential,"1585 STAYMAN AVE SW, NORTH CANTON, OH 44709",10900,"Fix It Phil Handyman Service, LLC",Remove the existing wooden front porch covering the concrete stoop. Build a new 11x13 deck over the concrete stoop attached to the main house structure. The footings will be Diamond Pier Footings. The framing will be 2x8 treated lumber. The decking and railings will be composite. 
HVAC-24-335,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/20/2024 19:20,Residential,"194 RANDAL CIR NE, NORTH CANTON, OH 44720",15537.89,SITTLER ENTERPRISES,
LTRL-24-68,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Sewer Lateral,11/20/2024 21:37,Residential,"1336 SHILOH RUN SE, CANTON, OH 44709",1304878,Yoder Group Inc.,New Sewer Connection
CBLD-24-67,Commercial Building Permit,Commercial Building Permit,Signage,11/21/2024 13:11,Commercial/Industrial,"210 APPLEGROVE ST NW, NORTH CANTON, OH 44720",5000,Archer Corporation,INSTALLATIONRemove existing monument cabinet facesInstall (2) new monument cabinet faces in the existing cabinetRemove existing wall signageInstall (1) new pin letter set to building elevationInstall (1) new wall vinyl
HVAC-24-338,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/21/2024 13:42,Residential,"506 WISE AVE NE, Unit 510, NORTH CANTON, OH 44720",10000,"Crown Heating & Cooling, Inc",
PLMB-24-285,Plumbing Permit,Residential Plumbing Permit,Fixture Replacement,11/21/2024 15:35,Residential,"1307 VALLEYVIEW DR NW, NORTH CANTON, OH 44720",300,Hartville Plumbing,Replace 3 Gas Valves in 1307 and 3 in 1309
HVAC-24-337,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/21/2024 18:53,Residential,"1004 DOGWOOD AVE NE, NORTH CANTON, OH 44720",5492,SITTLER ENTERPRISES,
ELCT-24-173,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",11/21/2024 20:18,Residential,"606 4TH ST NE, NORTH CANTON, OH 44720",200,D.E. Bush Electric Inc.,Installing 3 GFI outlet replacment
WNDW-24-98,Window Permit,Residential Window Permit,Replacement (Exact),11/21/2024 20:40,Residential,"1580 CRESCENT AVE SW, NORTH CANTON, OH 44709",18011,,Remove and install 6 windows-like sizes. No structural changes.
WNDW-24-100,Window Permit,Residential Window Permit,Replacement (Exact),11/21/2024 20:42,Residential,"1304 JONATHAN AVE SW, NORTH CANTON, OH 44720",13725,,Remove and install 4 windows-like sizes. No structural changes
PLMB-24-277,Plumbing Permit,Residential Plumbing Permit,Other,11/21/2024 21:12,Residential,"906 PIERCE AVE NW, NORTH CANTON, OH 44720",165,"That Handyman, LLC dba That Plumber",Replace 3 valves cap off line 
PLMB-24-286,Plumbing Permit,Residential Plumbing Permit,Water Heater,11/22/2024 14:06,Residential,"604 LORENA ST SW, NORTH CANTON, OH 44720",6290,ComfortPro Heating and Cooling LLC,Tankless water heaters
ELCT-24-174,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",11/22/2024 15:14,Residential,"800 EVERHARD RD SW, Unit 903, CANTON, OH 44709",1000,Abbott Electric Inc,Replacing outlets and switches
HVAC-24-332,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/22/2024 17:22,Residential,"1023 LYNBROOK ST SE, NORTH CANTON, OH 44720",14000,"Crown Heating & Cooling, Inc",
PLMB-24-287,Plumbing Permit,Residential Plumbing Permit,Water Heater,11/22/2024 18:35,Residential,"1102 SUNFORD AVE SE, Unit 1114, NORTH CANTON, OH 44720",1250,Buckeye Plumbing,Install 40 gas atmospheric water heater
HVAC-24-339,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/25/2024 16:24,Residential,"1205 GLEN ABBEY AVE NE, NORTH CANTON, OH 44720",0,"Crown Heating & Cooling, Inc",
HVAC-24-340,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/25/2024 19:56,Residential,"315 HARMON ST SW, NORTH CANTON, OH 44720",6584,Bonsky Heating and Cooling ,
ROOF-24-198,Roof Permit,Commercial Roof Permit,Partial Replacement,11/25/2024 20:49,Commercial/Industrial,"450 N MAIN ST, Unit 452, NORTH CANTON, OH 44720",1000,BMur Restoration ,Tear off and reroof the 2 flat decks on the buildings. 
ROOF-24-175,Roof Permit,Commercial Roof Permit,New/ Re-Roof,11/25/2024 20:51,Commercial/Industrial,"1310 S MAIN ST, NORTH CANTON, OH 44720",125000,AMC Roofing LLC,"Existing rubber roof over 2.5"" of poly - iso insulation , Remove all wall flashings, Mechanically attach 1/2"" recovery board, Install new .060 Versico epdm rubber roof system, Flash all penetrations thru roof , Fabricate and install new 24 ga Kynar finish copings, 17,500 sq ft, "
HVAC-24-341,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/26/2024 13:34,Residential,"1017 ORCHARD AVE NE, NORTH CANTON, OH 44720",18000,ComfortPro Heating and Cooling LLC,
RBLD-24-183,Residential Building Permit,Residential Building Permit,Alteration/Remodel,11/26/2024 16:03,Residential,"813 N VALLEY BLVD NW, NORTH CANTON, OH 44720",10000,D.R. Miller Design Build LLC,"Remove existing wall, rework closets, install new lights and new flooring "
RBLD-24-177,Residential Building Permit,Residential Building Permit,New Construction/Home,11/26/2024 16:03,Residential,"880 Honeysuckle Cir. NE, North Canton, OH 44720",678500,Rea Custom Homes LLC,wood framed ranch home. poured wall foundation.  siding is stone and vinyl.  shingled roof 
ROOF-24-199,Roof Permit,Residential Roof Permit,New/ Re-Roof,11/26/2024 16:05,Residential,"715 PERSHING AVE SE, NORTH CANTON, OH 44720",21716,HGE PITT LLC dba Home Genius Exteriors ,"Installation of 24.8sq asphalt shingles, underlayment, ice guard and ridge vents."
ELCT-24-171,Electrical Permit,Residential Electrical Permit,Other,11/26/2024 16:13,Residential,"326 LINWOOD AVE SW, NORTH CANTON, OH 44720",1000,Couto Electrical Contracting LLC,Installed new A/C disconnet 
RBLD-24-184,Residential Building Permit,Residential Building Permit,Alteration/Remodel,11/26/2024 16:22,Residential,"1837 CHESWOLD CIR NE, NORTH CANTON, OH 44720",50000,,Finishing approximately 1500 square feet of the basement. Two egress windows to be added so that there will be two legal bedrooms. A company will install egress windows and submit for separate permits. I plan to utilize current rough plumbing to add a bathroom. I purchase the property on 11/22/2024.
ELCT-24-175,Electrical Permit,Residential Electrical Permit,New Construction/Addition,11/26/2024 20:52,Residential,"1336 SHILOH RUN SE, CANTON, OH 44709",35415,"O.D. Miller Electric Co., Inc.",100 amp temp pole and new construction
RBLD-24-186,Residential Building Permit,Residential Building Permit,Other,11/27/2024 17:10,Residential,"914 Schneider St, North Canton, Oh 44720",5000,"Classic Custom Homes & Remodeling, LLC",new 12x10 deck
RBLD-24-185,Residential Building Permit,Residential Building Permit,Other,11/27/2024 17:10,Residential,"1112 Overridge St SE, North Canton, Oh 44720",5000,"Classic Custom Homes & Remodeling, LLC",construction of new 12x14 treated deck with composite decking and vinyl railing
RBLD-24-182,Residential Building Permit,Residential Building Permit,Alteration/Remodel,11/27/2024 17:10,Residential,"254 PRINCE CIR NE, NORTH CANTON, OH 44720",36069.2,"Ambia Energy, LLC",10.585 kW residential solar system to be installed on roof
HVAC-24-342,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/27/2024 17:51,Residential,"1723 GLENMAR OVAL SE, NORTH CANTON, OH 44709",9467.35,SITTLER ENTERPRISES,
HVAC-24-343,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/27/2024 17:54,Residential,"815 BRIAR AVE NE, NORTH CANTON, OH 44720",5867.95,SITTLER ENTERPRISES,
ELCT-24-176,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",12/2/2024 16:38,Residential,"411 SHERBROOK CIR NE, Unit B, NORTH CANTON, OH 44720",200,D.E. Bush Electric Inc.,Adding outlets in basement
LTRL-24-73,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,12/2/2024 17:50,Residential,"302 HALLUM ST SW, NORTH CANTON, OH 44720",4971,Miracle Plumbing & Heating Co. Inc.,Sewer spot repair up to 10'.
LTRL-24-63,Water or Sewer Lateral Permit,Commercial Plumbing Permit,New Sewer Lateral,12/2/2024 19:24,Commercial/Industrial,"1535 N Main St, North Canton, OH 44720",2800000,"Dalo Construction, Inc.",New sewer lateral for new quick service restaurant with drive-thru.
